"id","name","age","potential","body_type","value","wage"
"5932","L. Zingerle","24","74","Normal","1000000","4000"
"5933","Mei Fang","28","69","Normal","850000","8000"
"5934","M. Svanberg","19","84","Normal","2300000","7000"
"5935","D. Bernhardt","32","69","Normal","600000","1000"
"5936","K. D'Haene","28","69","Lean","825000","7000"
"5937","J. Malagón","25","76","Normal","1200000","1000"
"5938","Paulo Fajarda","26","69","Normal","925000","12000"
"5939","Germán","31","69","Normal","700000","5000"
"5940","B. Idowu","26","72","Normal","1100000","1000"
"5941","B. Mkhwanazi","28","70","Normal","0","0"
"5942","Toché","35","69","Lean","475000","5000"
"5943","Hélder Ferreira","21","76","Lean","1500000","4000"
"5944","G. Mandjeck","29","69","Normal","0","0"
"5945","S. Morsy","26","71","Normal","1100000","22000"
"5946","T. Antonis","24","70","Normal","1200000","4000"
"5947","M. Duffy","23","75","Lean","1400000","2000"
"5948","A. Ndour","24","71","Lean","1100000","7000"
"5949","Rafael Costa","27","70","Normal","1200000","4000"
"5950","K. Walker-Peters","21","80","Lean","1600000","21000"
"5951","C. Luna","36","69","Stocky","375000","6000"
"5952","J. Bidwell","25","72","Normal","1100000","5000"
"5953","F. Noguera","25","74","Stocky","1200000","7000"
"5954","T. Weah","18","85","Lean","2200000","16000"
"5955","J. Paganoni","29","69","Lean","800000","4000"
"5956","A. Collin","32","69","Normal","600000","4000"
"5957","Ripa","32","69","Normal","575000","5000"
"5958","Galán","32","69","Normal","575000","4000"
"5959","M. Bolados","22","76","Normal","1500000","4000"
"5960","Sandro Maceira","26","69","Normal","1100000","7000"
"5961","R. Ibarra","23","73","Normal","1400000","4000"
"5962","N. Al Shamrani","34","69","Normal","550000","17000"
"5963","R. Holmes","31","69","Lean","925000","7000"
"5964","J. Cordoval","28","69","Normal","825000","5000"
"5965","M. Radović","34","69","Normal","525000","5000"
"5966","G. Zigoni","27","70","Normal","1200000","3000"
"5967","J. Corona","27","69","Normal","1100000","10000"
"5968","W. Bruin","28","69","Normal","1100000","5000"
"5969","J. Glad","21","77","Lean","1300000","3000"
"5970","D. Gordon","33","69","Normal","425000","4000"
"5971","P. Rodríguez","28","69","Lean","1100000","4000"
"5972","E. Konsa","20","80","Lean","1600000","13000"
"5973","O. Darfalou","24","74","Lean","1400000","7000"
"5974","L. Murphy","28","69","Lean","1000000","6000"
"5975","Chuli","27","70","Normal","1200000","11000"
"5976","D. Suzuki","28","69","Normal","850000","5000"
"5977","A. Gholizadeh","22","76","Normal","1500000","6000"
"5978","I. Ouali","30","69","Lean","1000000","8000"
"5979","B. Holman","34","69","Normal","525000","4000"
"5980","J. Gyamerah","23","77","Normal","1300000","7000"
"5981","Cai Huikang","28","69","Stocky","850000","8000"
"5982","M. Pittón","23","74","Normal","1400000","6000"
"5983","T. Kuszczak","36","69","Normal","140000","6000"
"5984","L. Blessing","21","79","Lean","1700000","4000"
"5985","D. Meyler","29","69","Normal","825000","15000"
"5986","J. Czerwiński","26","70","Stocky","1000000","4000"
"5987","R. Vilchis","28","69","Normal","1100000","6000"
"5988","G. Valsvik","25","73","Normal","1100000","3000"
"5989","A. Giannou","28","69","Normal","0","0"
"5990","J. Hobbs","29","69","Normal","825000","6000"
"5991","R. Gíslason","30","69","Normal","1000000","4000"
"5992","C. M'Bengue","29","69","Normal","800000","13000"
"5993","I. Jiménez","28","69","Normal","825000","22000"
"5994","A. Al Khaibari","32","69","Lean","600000","15000"
"5995","S. Yatabaré","29","69","Lean","1000000","7000"
"5996","J. Lowe","26","71","Normal","1100000","5000"
"5997","E. Jelenič","25","70","Normal","1200000","2000"
"5998","M. Abero","28","69","Normal","825000","6000"
"5999","A. Teikeu","28","71","Stocky","1000000","10000"
"6000","E. Castillo","31","69","Lean","700000","18000"
"6001","M. Wagué","19","81","Lean","1600000","20000"
"6002","P. Klandt","34","69","Normal","425000","8000"
"6003","Farley","24","73","Normal","1400000","12000"
"6004","Luís Martins","26","70","Normal","1000000","5000"
"6005","S. Riether","35","69","Lean","230000","9000"
"6006","L. Diarte","25","74","Lean","1200000","5000"
"6007","G. Bojanich","33","69","Stocky","425000","6000"
"6008","B. Mansilla","21","84","Lean","2300000","7000"
"6009","Fran Villalba","20","79","Lean","1700000","11000"
"6010","L. Peltier","31","69","Normal","700000","19000"
"6011","M. Knaller","31","69","Normal","650000","9000"
"6012","Baena","29","69","Lean","825000","5000"
"6013","P. Ziegler","28","69","Lean","850000","5000"
"6014","S. Wangberg","27","72","Normal","1100000","3000"
"6015","N. Thomsen","25","71","Normal","1300000","9000"
"6016","D. Boer","37","69","Stocky","70000","3000"
"6017","D. Hernández","25","70","Lean","1200000","9000"
"6018","A. Šporar","24","76","Normal","0","0"
"6019","J. Jantscher","29","69","Lean","1000000","11000"
"6020","E. Huws","24","74","Normal","1400000","5000"
"6021","U. Matić","28","69","Lean","1000000","10000"
"6022","A. Ashraf","27","69","Normal","0","0"
"6023","W. Bakhashwain","28","69","Lean","850000","11000"
"6024","H. Aiesh","23","74","Lean","1400000","3000"
"6025","S. Prevljak","23","77","Lean","1600000","15000"
"6026","A. Aldrete","30","69","Lean","750000","11000"
"6027","L. De Bock","25","72","Normal","1100000","17000"
"6028","J. Hunt","27","69","Lean","875000","18000"
"6029","L. Ceballos","31","69","Normal","700000","7000"
"6030","Javi Muñoz","23","76","Normal","1500000","9000"
"6031","Alson Botelho","30","69","Normal","775000","14000"
"6032","O. De Wolf","21","77","Lean","1200000","4000"
"6033","J. Arp","18","88","Lean","2200000","4000"
"6034","J. Ardaiz","19","82","Stocky","2000000","5000"
"6035","L. Moult","26","72","Normal","1300000","8000"
"6036","Arthur Caike","26","70","Lean","1200000","15000"
"6037","I. Rivas","30","69","Stocky","975000","2000"
"6038","N. Onuoha","31","69","Stocky","700000","4000"
"6039","Mika","27","72","Normal","875000","3000"
"6040","V. Klonaridis","25","70","Normal","1200000","1000"
"6041","C. Stanković","25","74","Lean","1000000","11000"
"6042","M. Gómez","24","75","Lean","1400000","2000"
"6043","L. Klünter","22","78","Lean","1400000","10000"
"6044","A. Farrell","26","70","Normal","1000000","4000"
"6045","G. Tutino","21","80","Normal","1800000","20000"
"6046","E. Kouassi","20","77","Lean","1300000","15000"
"6047","I. Cardona","20","78","Lean","1700000","21000"
"6048","G. Bruno","26","70","Normal","1300000","8000"
"6049","D. Accam","27","69","Lean","1100000","5000"
"6050","Pablo Valcarce","25","72","Normal","1300000","5000"
"6051","Filipe Ferreira","27","69","Normal","875000","9000"
"6052","E. Triverio","29","69","Stocky","1100000","13000"
"6053","Wellington","25","70","Lean","1200000","5000"
"6054","B. Nehrig","31","69","Normal","700000","8000"
"6055","F. Campbell","30","69","Normal","1000000","15000"
"6056","M. Yatabaré","32","69","Normal","850000","9000"
"6057","E. Lenjani","28","69","Lean","825000","14000"
"6058","F. Bredlow","23","77","Normal","1200000","7000"
"6059","Y. Takahagi","31","69","Lean","900000","6000"
"6060","D. Arzani","19","83","Lean","2300000","20000"
"6061","A. Bencharki","23","75","Lean","1400000","15000"
"6062","B. Ampuero","24","74","Normal","1200000","2000"
"6063","G. Puşcaş","22","77","Lean","1600000","2000"
"6064","C. Chávez","31","69","Lean","925000","7000"
"6065","V. Marcel","21","77","Normal","1600000","12000"
"6066","I. Pillud","32","69","Stocky","575000","9000"
"6067","B. Dja Djédjé","27","70","Stocky","975000","9000"
"6068","M. Bakić","24","74","Normal","1400000","6000"
"6069","P. Sané","26","71","Normal","1300000","12000"
"6070","J. Clarke-Salter","20","81","Lean","1700000","5000"
"6071","I. Radu","21","81","Lean","1500000","12000"
"6072","D. Gibson","30","69","Normal","975000","24000"
"6073","H. Özmert","33","69","Normal","425000","8000"
"6074","L. Spendlhofer","25","74","Normal","1200000","9000"
"6075","Pomares","25","72","Normal","1100000","3000"
"6076","A. Costa","33","69","Normal","625000","6000"
"6077","Pedro Porro","18","82","Lean","1600000","5000"
"6078","Y. Stark","27","70","Normal","1000000","9000"
"6079","M. Tanković","23","74","Normal","1400000","3000"
"6080","R. Lindgren","33","69","Normal","425000","3000"
"6081","Raúl Llorente","32","69","Normal","575000","5000"
"6082","M. García","26","69","Lean","1100000","6000"
"6083","M. Kucharczyk","27","69","Normal","1100000","5000"
"6084","M. Havenaar","31","69","Lean","950000","5000"
"6085","F. Bahlouli","23","76","Normal","1500000","12000"
"6086","C. Roberts","22","77","Normal","1300000","10000"
"6087","Servando","34","69","Normal","325000","5000"
"6088","Lucas João","24","73","Lean","1400000","13000"
"6089","K. Kodro","24","73","Lean","1400000","9000"
"6090","Lucas Tagliapietra","27","71","Normal","1000000","7000"
"6091","G. Maroni","19","81","Lean","1800000","5000"
"6092","O. Altman","24","74","Lean","1400000","1000"
"6093","J. Legear","31","69","Normal","925000","6000"
"6094","Crislan","26","71","Normal","1300000","7000"
"6095","S. Hakšabanovič","19","79","Normal","1600000","15000"
"6096","M. Christiansen","21","78","Normal","1400000","5000"
"6097","D. Sundgren","27","69","Normal","875000","5000"
"6098","A. Parot","28","69","Normal","825000","8000"
"6099","M. Petković","25","72","Normal","1100000","1000"
"6100","C. Charisis","23","74","Normal","1400000","6000"
"6101","Diogo Coelho","24","74","Normal","1200000","5000"
"6102","M. Ibarra","28","69","Normal","1100000","4000"
"6103","Riqui Puig","18","89","Lean","2100000","24000"
"6104","M. Pereira","30","69","Lean","1000000","7000"
"6105","Ilori","25","73","Lean","1100000","14000"
"6106","M. Zeffane","26","70","Lean","1000000","13000"
"6107","Tomás Podstawski","23","76","Normal","1300000","3000"
"6108","Jo Sung Jin","27","70","Lean","1000000","4000"
"6109","H. Yamada","29","69","Normal","1000000","4000"
"6110","Antonaldo Laforte","26","69","Stocky","1100000","13000"
"6111","C. Beck","30","69","Lean","1000000","8000"
"6112","E. Rivière","28","69","Normal","1100000","5000"
"6113","I. Parlak","31","69","Normal","950000","11000"
"6114","B. Montenegro","25","74","Normal","1400000","9000"
"6115","V. Demarconnay","35","69","Normal","250000","2000"
"6116","A. Ajagun","25","72","Normal","1300000","7000"
"6117","G. Madine","27","69","Normal","1100000","22000"
"6118","F. Cordero","30","69","Normal","750000","6000"
"6119","R. Stearman","30","69","Normal","775000","6000"
"6120","H. ter Avest","21","77","Normal","1300000","8000"
"6121","J. Medina","21","79","Lean","1700000","4000"
"6122","V. Anita","29","69","Lean","1000000","20000"
"6123","C. McManaman","27","69","Lean","1100000","24000"
"6124","Oriol Rosell","25","73","Normal","1100000","4000"
"6125","Paulo Daineiro","34","69","Normal","525000","10000"
"6126","R. Vincelot","32","69","Normal","600000","5000"
"6127","R. Lenis","25","70","Lean","1200000","3000"
"6128","M. Mier","27","69","Stocky","1100000","1000"
"6129","Y. de Lanlay","26","70","Lean","1200000","4000"
"6130","J. Gómez","24","73","Lean","1100000","4000"
"6131","I. Lichnovsky","24","77","Normal","1300000","9000"
"6132","C. Muñoz","29","69","Lean","1100000","3000"
"6133","J. MacDonald","32","69","Normal","600000","3000"
"6134","G. Boyd","32","69","Lean","825000","13000"
"6135","E. Lichaj","29","69","Normal","800000","13000"
"6136","M. Wittek","29","69","Lean","825000","7000"
"6137","C. Jenkinson","26","71","Lean","1000000","34000"
"6138","A. Öztürk","24","75","Normal","1200000","9000"
"6139","J. Pérez","27","70","Lean","1200000","15000"
"6140","Zhang Chengdong","29","69","Normal","1000000","8000"
"6141","F. Renzetti","30","69","Normal","750000","2000"
"6142","B. Paulsen","26","72","Normal","1100000","3000"
"6143","F. Aristeguieta","26","72","Normal","1300000","2000"
"6144","A. Ramos","26","69","Stocky","1200000","3000"
"6145","V. Nelsson","19","81","Normal","1600000","3000"
"6146","Ever Sineiro","30","69","Normal","1000000","13000"
"6147","M. Costanzo","30","69","Lean","1000000","8000"
"6148","Yohan Tavares","30","69","Lean","775000","4000"
"6149","D. Texeira","27","70","Normal","1200000","4000"
"6150","D. Toth","31","69","Normal","700000","6000"
"6151","L. Barrera","27","69","Normal","1100000","5000"
"6152","K. Bua","24","72","Lean","1300000","11000"
"6153","I. Anya","30","69","Normal","1000000","21000"
"6154","P. Hoban","26","70","Normal","1300000","2000"
"6155","Hugo Basto","25","75","Normal","1200000","5000"
"6156","Kanu","30","69","Normal","1000000","7000"
"6157","C. Arango","23","77","Normal","1600000","5000"
"6158","M. Karl","32","69","Normal","600000","3000"
"6159","Y. Movsisyan","30","69","Normal","1000000","5000"
"6160","Puado","20","78","Normal","1700000","10000"
"6161","M. Abu","26","71","Lean","1100000","3000"
"6162","D. Moberg Karlsson","24","75","Normal","1500000","4000"
"6163","E. Rescaldani","26","72","Normal","1300000","8000"
"6164","J. Narváez","23","78","Normal","1600000","9000"
"6165","J. Hoogma","20","80","Lean","1600000","10000"
"6166","S. Beitashour","31","69","Normal","700000","4000"
"6167","M. Janko","35","69","Normal","475000","4000"
"6168","S. Willems","27","70","Lean","1000000","7000"
"6169","O. Scarione","32","69","Normal","825000","12000"
"6170","Alex","26","69","Lean","1100000","4000"
"6171","S. Gallagher","22","77","Normal","1600000","20000"
"6172","J. Blanco","26","70","Lean","1200000","2000"
"6173","O. Hamzaoui","27","69","Lean","1100000","6000"
"6174","G. Milović","29","69","Normal","825000","7000"
"6175","P. Hosiner","29","69","Normal","1100000","11000"
"6176","Caro","25","75","Lean","1200000","4000"
"6177","Felipe Pires","23","74","Normal","1400000","13000"
"6178","S. Chernik","29","69","Normal","700000","3000"
"6179","Renato Rochela","26","69","Normal","1100000","15000"
"6180","J. Henry","29","69","Normal","1000000","7000"
"6181","L. James","25","72","Normal","1300000","4000"
"6182","P. Reulet","24","77","Normal","1200000","7000"
"6183","M. Miloš","25","72","Lean","1100000","5000"
"6184","L. Valzania","22","78","Normal","1600000","11000"
"6185","J. George","25","70","Stocky","1200000","6000"
"6186","G. Robail","24","73","Lean","1400000","25000"
"6187","B. Beckeles","32","69","Normal","575000","6000"
"6188","R. Brežančić","28","69","Normal","825000","10000"
"6189","D. Camara","23","74","Normal","1400000","5000"
"6190","O. Barreto","25","70","Normal","1200000","2000"
"6191","J. Igbekeme","22","76","Normal","1500000","5000"
"6192","D. Álvarez","36","69","Stocky","375000","1000"
"6193","S. Neumann","27","71","Normal","1000000","4000"
"6194","Diego Barcelos","33","69","Normal","650000","6000"
"6195","M. Wallace","25","72","Normal","1100000","6000"
"6196","D. Bottinelli","31","69","Normal","925000","1000"
"6197","C. McLaughlin","26","70","Lean","1000000","7000"
"6198","C. Gamboa","28","69","Normal","825000","22000"
"6199","J. Vanlerberghe","22","76","Normal","1300000","8000"
"6200","M. Osuna","29","69","Normal","825000","5000"
"6201","K. Miller","38","69","Lean","375000","3000"
"6202","M. Ciani","34","69","Normal","325000","4000"
"6203","L. Vásquez","26","71","Normal","1100000","1000"
"6204","G. Troupée","20","77","Stocky","1300000","6000"
"6205","A. Erdem","29","69","Lean","800000","11000"
"6206","D. De fauw","36","69","Lean","120000","5000"
"6207","D. Cavaré","23","75","Normal","1200000","5000"
"6208","F. Maouassa","19","78","Normal","1300000","6000"
"6209","N. Dovedan","23","74","Normal","1400000","7000"
"6210","V. Hedenstad","27","70","Lean","975000","4000"
"6211","J. O'Shea","37","69","Normal","140000","10000"
"6212","Y. Wildschut","26","69","Stocky","1100000","13000"
"6213","P. Dawidowicz","23","80","Normal","1600000","4000"
"6214","P. Bartolomei","28","69","Lean","1000000","3000"
"6215","Rômulão Selva","26","69","Normal","1200000","11000"
"6216","K. Higashi","27","69","Lean","1100000","6000"
"6217","L. Mora","30","69","Normal","975000","3000"
"6218","J. Abrigo","23","77","Lean","1500000","4000"
"6219","M. Diskerud","27","69","Lean","1100000","43000"
"6220","E. Torregrossa","26","71","Normal","1300000","3000"
"6221","C. Cadden","21","77","Stocky","1600000","3000"
"6222","D. Dąbrowski","25","73","Normal","1100000","3000"
"6223","Fernández","28","69","Normal","825000","5000"
"6224","Z. Yavru","26","70","Normal","1000000","13000"
"6225","L. Wallace","30","69","Normal","750000","21000"
"6226","J. Niezgoda","23","75","Lean","1500000","5000"
"6227","L. Abubakar","23","75","Stocky","1200000","3000"
"6228","C. Leitgeb","33","69","Normal","625000","16000"
"6229","E. Pisano","31","69","Normal","700000","18000"
"6230","F. N'Sakala","27","69","Normal","875000","7000"
"6231","L. Thomas","26","70","Normal","850000","4000"
"6232","Igor Rossi","29","69","Normal","825000","11000"
"6233","A. Sadiku","27","70","Normal","1200000","12000"
"6234","K. Bistrović","20","82","Normal","1800000","1000"
