Name,Age,Potential,Body Type,Value,Wage
S. Sensi,22,77,Normal,3500000.00,26000.00
A. Weimann,26,72,Normal,3400000.00,32000.00
Fernando Canesín,26,74,Lean,3800000.00,12000.00
I. Runje,27,72,Normal,2600000.00,7000.00
Vigaray,23,78,Lean,3600000.00,13000.00
P. Olayinka,22,79,Lean,4400000.00,1000.00
R. Delgado,28,72,Normal,2500000.00,10000.00
J. Wiland,37,72,Stocky,210000.00,3000.00
V. Figueroa,34,72,Lean,1600000.00,14000.00
Chiquinho,22,78,Lean,4300000.00,5000.00
C. Trimmel,31,72,Normal,2000000.00,20000.00
S. Lletget,25,74,Stocky,3800000.00,6000.00
C. Jullien,25,76,Normal,3400000.00,17000.00
O. Alderete,21,82,Normal,4400000.00,8000.00
A. Saelemaekers,19,84,Normal,5500000.00,7000.00
M. Vrančić,29,72,Lean,3000000.00,21000.00
J. Uronen,23,77,Normal,3500000.00,9000.00
K. Schindler,24,75,Normal,3900000.00,9000.00
Sin Jin Ho,29,72,Normal,3000000.00,7000.00
L. Haraslín,22,80,Lean,4600000.00,6000.00
A. Fiola,28,72,Normal,0.00,0.00
X. Schlager,20,83,Normal,5500000.00,18000.00
N. Jelavić,32,72,Normal,2500000.00,13000.00
T. Ben Haim,28,72,Lean,3100000.00,1000.00
Clinton Mata,25,73,Normal,3700000.00,15000.00
S. Hutchinson,28,72,Normal,2500000.00,20000.00
J. Russell,28,72,Normal,3100000.00,7000.00
S. Uçan,24,77,Lean,4099999.00,35000.00
Renato Neto,26,73,Normal,3600000.00,15000.00
J. Meram,29,72,Lean,3000000.00,7000.00
Jorge Miramón,29,72,Normal,2400000.00,16000.00
A. Murgia,21,78,Normal,4200000.00,22000.00
I. Ávila,27,72,Normal,3300000.00,9000.00
T. Kaminski,25,75,Lean,2800000.00,8000.00
K. Zohore,24,77,Normal,4200000.00,30000.00
L. Ceppitelli,28,73,Normal,2800000.00,21000.00
Nuno Coelho,30,72,Lean,2300000.00,5000.00
C. Mulgrew,32,72,Normal,1800000.00,27000.00
D. Dwyer,27,72,Normal,3300000.00,7000.00
J. Carrizo,34,72,Normal,1300000.00,22000.00
F. Peluso,34,72,Lean,875000.00,30000.00
M. van der Werff,29,72,Normal,2400000.00,11000.00
M. Piedrahita,33,72,Normal,1200000.00,3000.00
V. Ayala,30,72,Normal,2900000.00,11000.00
R. Alvarado,19,79,Lean,4200000.00,9000.00
D. Rossi,20,83,Normal,5500000.00,5000.00
F. Pisacane,32,72,Normal,1800000.00,20000.00
U. Ćosić,25,76,Normal,3400000.00,1000.00
Sebá,26,73,Normal,3700000.00,9000.00
D. Peralta,33,72,Normal,1300000.00,3000.00
R. Koch,21,80,Lean,4000000.00,11000.00
A. Ghazal,26,75,Lean,3200000.00,6000.00
A. Federici,33,72,Stocky,1600000.00,22000.00
David Simón,28,72,Normal,2500000.00,8000.00
M. Oršić,25,74,Normal,3800000.00,1000.00
Alexandre Frandeira,30,72,Normal,2300000.00,11000.00
A. Tettey,32,72,Normal,1800000.00,19000.00
G. Hanley,26,74,Normal,3100000.00,19000.00
Cristian Herrera,27,73,Normal,3600000.00,8000.00
R. Green,38,72,Normal,210000.00,28000.00
Gelson Dala,21,82,Lean,5000000.00,8000.00
M. Higashiguchi,32,72,Normal,1800000.00,7000.00
Jorge Teixeira,31,72,Normal,2100000.00,9000.00
R. Woods,24,77,Lean,3500000.00,23000.00
S. Martinsson Ngouali,26,74,Stocky,3700000.00,5000.00
W. Ángel,25,78,Normal,0.00,0.00
D. Villalpando,26,73,Normal,3600000.00,10000.00
M. Šitum,26,73,Lean,3700000.00,1000.00
T. Carroll,26,74,Lean,3700000.00,21000.00
R. Elliot,32,72,Normal,1800000.00,23000.00
Sergio Sánchez,32,72,Normal,1800000.00,7000.00
I. Cofie,26,73,Lean,3600000.00,8000.00
S. Byram,24,75,Lean,3300000.00,37000.00
M. Cauteruccio,31,72,Normal,2800000.00,20000.00
K. Molino,28,72,Lean,3100000.00,7000.00
L. Ariaudo,29,72,Lean,2400000.00,12000.00
P. Klingmann,30,72,Normal,2200000.00,5000.00
M. Thuram,20,80,Normal,4600000.00,12000.00
Y. Cahuzac,33,72,Lean,1300000.00,18000.00
Elustondo,31,72,Normal,2700000.00,14000.00
S. Downing,33,72,Lean,1900000.00,36000.00
L. Immers,32,72,Lean,2400000.00,8000.00
C. Menéndez,30,72,Normal,3000000.00,8000.00
Vágner Corraldo,30,72,Normal,2200000.00,10000.00
Luso,33,72,Lean,1300000.00,5000.00
C. Mavinga,27,73,Normal,2900000.00,6000.00
F. Melchiorri,31,72,Lean,2800000.00,4000.00
T. Doumbia,28,72,Normal,2500000.00,1000.00
A. Trondsen,23,80,Normal,3600000.00,5000.00
Sivera,21,78,Normal,2500000.00,7000.00
Allison Sireo,30,71,Lean,1800000.00,10000.00
Z. Stieber,29,71,Lean,2300000.00,6000.00
S. Berahino,24,76,Normal,3200000.00,25000.00
O. Skúlason,35,71,Stocky,0.00,0.00
L. Koutris,22,78,Normal,2800000.00,1000.00
M. Pektemek,29,71,Lean,2400000.00,31000.00
R. Schüller,27,71,Lean,2000000.00,5000.00
Sergio Herrera,25,73,Lean,2000000.00,5000.00
E. Kawashima,35,71,Normal,550000.00,6000.00
L. Memushaj,31,71,Normal,2000000.00,4000.00
E. Fernandes,22,79,Lean,3500000.00,36000.00
M. Valenzuela,19,81,Normal,3200000.00,5000.00
H. Lansbury,27,71,Normal,2400000.00,13000.00
A. Gunn,22,83,Lean,3300000.00,17000.00
A. Kamara,23,76,Stocky,3200000.00,31000.00
R. Riou,30,71,Normal,1500000.00,7000.00
Jung Sung Ryong,33,71,Normal,1200000.00,5000.00
A. Caracciolo,28,71,Normal,1900000.00,4000.00
Ewandro,22,80,Lean,3600000.00,14000.00
G. Holtmann,23,78,Normal,3300000.00,15000.00
Erik Morán,27,73,Lean,2300000.00,1000.00
Tobias Figueiredo,24,75,Normal,2600000.00,23000.00
I. Rossi,24,77,Lean,2800000.00,11000.00
Miltisco Paulino,30,71,Normal,1800000.00,11000.00
P. Brlek,24,76,Normal,3100000.00,10000.00
G. Bettini,25,74,Lean,2400000.00,9000.00
R. Kent,21,82,Lean,4099999.00,42000.00
Jordi Calavera,22,77,Normal,2700000.00,11000.00
M. Lešković,27,73,Normal,2300000.00,1000.00
G. Friend,30,71,Normal,1700000.00,29000.00
S. Aydoğdu,27,71,Lean,2400000.00,16000.00
S. Gashi,29,71,Normal,2400000.00,7000.00
O. Deschacht,37,71,Lean,325000.00,6000.00
E. Cecchini,23,80,Lean,3200000.00,6000.00
T. Knipping,25,74,Normal,2500000.00,5000.00
H. Yamaguchi,27,72,Lean,2200000.00,6000.00
V. Aguilera,29,71,Normal,1800000.00,33000.00
J. Cavalli,36,71,Stocky,800000.00,4000.00
L. Pasciuti,28,71,Normal,2400000.00,3000.00
M. Makuszewski,28,71,Normal,2400000.00,7000.00
L. Albertengo,27,72,Lean,2800000.00,14000.00
Serginho,31,71,Lean,1600000.00,11000.00
F. Schnellhardt,24,78,Normal,3300000.00,5000.00
M. Pavone,36,71,Normal,850000.00,9000.00
T. Goiginger,25,74,Lean,3000000.00,8000.00
K. Beckerman,36,71,Normal,325000.00,4000.00
Luis García,37,71,Lean,750000.00,6000.00
Lyanco,21,80,Normal,3200000.00,16000.00
A. Luci,33,71,Normal,1400000.00,3000.00
Luca Sangalli,23,79,Stocky,3500000.00,14000.00
S. Ameobi,26,72,Lean,2800000.00,8000.00
J. Price,25,74,Normal,2500000.00,5000.00
Go Yo Han,30,71,Normal,2200000.00,6000.00
O. Hawsawi,32,71,Lean,1400000.00,21000.00
Jaime Romero,27,71,Normal,2500000.00,7000.00
S. Grippo,29,71,Lean,1800000.00,7000.00
F. Chalov,20,83,Normal,4300000.00,1000.00
L. Siligardi,30,71,Lean,2200000.00,27000.00
D. Appiah,26,72,Normal,2300000.00,12000.00
S. Silva,37,71,Normal,850000.00,8000.00
J. Paterson,26,72,Lean,2800000.00,26000.00
T. Barkhuizen,24,74,Lean,3000000.00,9000.00
I. Bangoura,33,71,Normal,1500000.00,15000.00
S. Memišević,24,74,Normal,2500000.00,5000.00
F. Tabanou,29,71,Stocky,1800000.00,14000.00
T. Hoogland,33,71,Normal,950000.00,11000.00
G. Pezzella,20,83,Normal,3700000.00,11000.00
D. Kolovetsios,26,74,Normal,2500000.00,1000.00
Enric Gallego,31,71,Lean,2100000.00,6000.00
J. Garner,30,71,Lean,2300000.00,35000.00
K. Bonifazi,22,79,Normal,3000000.00,19000.00
Souza,30,71,Normal,1800000.00,6000.00
J. Adéoti,29,71,Normal,1800000.00,5000.00
R. Caroca,28,71,Normal,1900000.00,8000.00
D. Rosero Valencia,24,78,Normal,2800000.00,2000.00
M. Jonjić,27,73,Normal,2300000.00,6000.00
A. Tarek,26,74,Lean,2500000.00,5000.00
O. Fink,36,71,Normal,750000.00,14000.00
F. Macheda,26,72,Lean,2800000.00,1000.00
M. Duffy,32,71,Normal,1800000.00,10000.00
Y. Chibsah,25,74,Normal,2900000.00,11000.00
T. Schütz,30,71,Normal,1800000.00,9000.00
Rodrigo Becão,22,80,Normal,3200000.00,1000.00
M. Loum,21,79,Normal,3000000.00,6000.00
D. Fletcher,34,71,Lean,1200000.00,26000.00
Vadillo,23,77,Lean,3200000.00,6000.00
P. Klement,25,72,Normal,2800000.00,8000.00
A. Gogia,26,72,Lean,2800000.00,21000.00
A. Cole,37,71,Normal,270000.00,4000.00
K. Tsimikas,22,78,Lean,2800000.00,1000.00
Mateus,34,71,Normal,1200000.00,6000.00
Babanco,32,71,Normal,1800000.00,8000.00
X. Mercier,28,71,Normal,2400000.00,10000.00
D. Nugent,33,71,Normal,1500000.00,29000.00
N. Fernández,39,71,Normal,160000.00,4000.00
O. Hernández,25,74,Stocky,3000000.00,17000.00
E. Mathoho,28,73,Lean,2200000.00,1000.00
B. Sarr,27,73,Normal,2300000.00,5000.00
A. Sagal,25,76,Normal,3200000.00,19000.00
J. Grimm,31,71,Lean,1600000.00,11000.00
M. Nyatama,30,71,Normal,2200000.00,1000.00
B. Touré,26,75,Lean,2500000.00,5000.00
Diego González,23,79,Normal,3000000.00,6000.00
S. Rosted,23,76,Lean,2700000.00,11000.00
Y. Suzuki,22,81,Lean,3900000.00,8000.00
I. Sacko,20,81,Lean,3900000.00,16000.00
Flavio Paixão,33,71,Normal,1500000.00,7000.00
G. Fernández,34,71,Normal,1200000.00,11000.00
J. Hayes,30,71,Lean,2200000.00,31000.00
T. Ouwejan,22,77,Normal,2700000.00,8000.00
D. Guerrero,30,71,Normal,1800000.00,31000.00
W. Routledge,33,71,Normal,1400000.00,18000.00
C. Paterson,23,77,Normal,3200000.00,24000.00
Hwang Ui Jo,25,74,Lean,3000000.00,9000.00
G. Kvilitaia,24,74,Normal,3100000.00,13000.00
R. Krishna,30,71,Normal,2300000.00,4000.00
T. Castagne,22,78,Lean,3300000.00,14000.00
Léo Jardim,23,80,Normal,2800000.00,4000.00
Heitor Gesse,34,71,Lean,675000.00,16000.00
L. Majer,20,83,Normal,4200000.00,1000.00
R. Carrera,26,72,Stocky,2800000.00,4000.00
B. Celina,21,81,Lean,3800000.00,13000.00
R. Matarrita,23,78,Normal,2800000.00,5000.00
L. Vitale,30,71,Lean,1700000.00,3000.00
R. Gestede,29,71,Normal,2400000.00,36000.00
Pedro López,34,71,Normal,675000.00,13000.00
J. Lucumi,20,84,Normal,4099999.00,7000.00
W. Endo,25,75,Normal,2600000.00,7000.00
João Bardinho,34,71,Lean,675000.00,13000.00
F. Barrientos,26,72,Normal,2700000.00,12000.00
P. Glykos,31,71,Normal,1400000.00,1000.00
C. Moritz,28,71,Lean,2400000.00,10000.00
E. Kachunga,26,72,Lean,2800000.00,28000.00
S. Mendoza,26,72,Lean,2800000.00,12000.00
Diego Galo,34,71,Normal,725000.00,8000.00
Lins,30,71,Normal,2300000.00,8000.00
G. Pegolo,37,71,Normal,160000.00,14000.00
U. Bulut,35,71,Normal,1100000.00,8000.00
Dani Calvo,24,75,Lean,2600000.00,6000.00
Alam Araújo,26,71,Normal,2000000.00,16000.00
F. Andrijašević,27,72,Normal,2700000.00,13000.00
I. Fiolić,22,78,Lean,3300000.00,9000.00
M. Caire,29,71,Normal,1800000.00,10000.00
C. Adams,21,79,Stocky,3600000.00,15000.00
P. Škuletić,28,71,Normal,2400000.00,18000.00
G. Lux,36,71,Normal,325000.00,7000.00
P. Kieszek,34,71,Normal,950000.00,5000.00
B. Cortés,23,81,Normal,2900000.00,4000.00
S. Nishikawa,32,71,Normal,1400000.00,6000.00
M. Lustig,31,71,Lean,1600000.00,28000.00
A. Bjelica,24,75,Normal,3100000.00,9000.00
G. Alcoba,33,71,Normal,950000.00,13000.00
J. Rhodes,28,71,Normal,2400000.00,21000.00
J. Campos,30,71,Lean,0.00,0.00
Borja Lasso,24,77,Normal,3200000.00,9000.00
O. Cabezas,21,79,Normal,3000000.00,1000.00
G. Sunu,27,71,Stocky,2500000.00,11000.00
D. Williams,29,71,Normal,2300000.00,29000.00
Nuno Santos,23,76,Normal,3200000.00,6000.00
N. González,20,83,Lean,4300000.00,17000.00
M. Boland,31,71,Normal,2000000.00,4000.00
M. Bianchetti,25,72,Normal,2300000.00,3000.00
G. Celis,25,74,Normal,2500000.00,6000.00
Somália,29,71,Normal,2300000.00,22000.00
Y. El Ghanassy,27,71,Normal,2500000.00,16000.00
E. Finlay,27,71,Normal,2500000.00,6000.00
A. Uchida,30,71,Lean,1700000.00,8000.00
N. Brighenti,28,71,Normal,1900000.00,11000.00
I. Tajouri-Shradi,24,76,Normal,3200000.00,6000.00
S. Abdullahi,21,79,Stocky,3600000.00,4000.00
Lionn,29,71,Normal,1800000.00,7000.00
J. Larsson,28,71,Lean,1900000.00,16000.00
T. Pachonik,23,77,Normal,2700000.00,2000.00
F. Bellugou,31,71,Lean,1600000.00,5000.00
Osmar,30,71,Normal,1800000.00,5000.00
S. Motta,34,71,Normal,1200000.00,2000.00
Pau Torres,21,79,Lean,3000000.00,12000.00
André Pereira,23,78,Lean,3400000.00,8000.00
Tiago Sá,23,79,Normal,2600000.00,6000.00
M. Coda,29,71,Stocky,2400000.00,5000.00
W. Mesloub,32,71,Lean,1800000.00,7000.00
M. Capuano,26,73,Normal,2400000.00,10000.00
A. Henríquez,35,71,Stocky,550000.00,3000.00
G. Dorrans,31,71,Lean,2000000.00,31000.00
Víctor Díaz,30,71,Lean,1700000.00,6000.00
T. Makino,31,71,Lean,1600000.00,8000.00
J. Mensah,27,72,Stocky,2200000.00,5000.00
I. Sylla,24,75,Lean,2600000.00,14000.00
Cyriac,27,71,Stocky,2500000.00,11000.00
Bernardo,24,78,Normal,2800000.00,5000.00
P. Gollini,23,79,Lean,2600000.00,10000.00
M. Vlap,21,78,Lean,3400000.00,5000.00
Tiago Pombeira,30,71,Lean,2200000.00,21000.00
Y. Soteldo,21,81,Normal,3800000.00,6000.00
Rafa López,33,71,Lean,950000.00,5000.00
A. Nocerino,33,71,Normal,950000.00,4000.00
J. Harper,22,79,Normal,3500000.00,7000.00
R. De Laet,29,71,Normal,1800000.00,13000.00
J. Zimmer,24,76,Stocky,2600000.00,14000.00
C. Săpunaru,34,71,Normal,725000.00,9000.00
Afonso Figueiredo,25,74,Normal,2400000.00,6000.00
J. Omlin,24,79,Lean,2600000.00,10000.00
R. Yaremchuk,22,76,Normal,3200000.00,13000.00
F. Wiedwald,28,71,Normal,1700000.00,16000.00
A. Galabinov,29,71,Stocky,2400000.00,4000.00
Maikel Mesa,27,72,Lean,2700000.00,8000.00
B. Garnica,22,77,Lean,3200000.00,12000.00
D. Arslanagic,25,75,Normal,2600000.00,7000.00
H. Henao,31,71,Normal,1600000.00,2000.00
Y. Kashiwa,30,71,Lean,2200000.00,9000.00
J. Gol,32,71,Normal,1800000.00,5000.00
N. Ghilas,28,71,Stocky,2400000.00,18000.00
B. McKay,23,78,Normal,3300000.00,17000.00
Carraça,25,75,Normal,2500000.00,5000.00
Adriano Facchini,35,71,Normal,550000.00,5000.00
A. Callens,26,75,Normal,2500000.00,5000.00
J. Perbet,33,71,Normal,1500000.00,11000.00
M. Antonsson,27,72,Normal,2800000.00,6000.00
Carlitos,35,71,Normal,1000000.00,14000.00
C. Lucchetti,40,71,Normal,160000.00,4000.00
J. Bostock,26,74,Normal,2500000.00,16000.00
V. Milinković-Savić,21,79,Normal,2600000.00,12000.00
G. Peñalba,33,71,Stocky,1400000.00,8000.00
L. Kleinheisler,24,76,Normal,0.00,0.00
R. Aliendro,27,72,Normal,2200000.00,8000.00
L. Seijas,32,71,Normal,1800000.00,3000.00
L. Fuentes,31,71,Normal,1600000.00,13000.00
R. Hassan,27,71,Normal,2500000.00,16000.00
L. Di Plácido,24,75,Lean,2600000.00,9000.00
Heriberto Tavares,21,80,Lean,3700000.00,6000.00
Pulido,27,72,Normal,2200000.00,13000.00
Ewerton,25,74,Lean,2900000.00,8000.00
G. Verón,28,71,Normal,2400000.00,14000.00
O. Boscagli,20,81,Lean,3300000.00,12000.00
C. Jerome,31,71,Normal,2100000.00,17000.00
E. Muñoz,27,73,Normal,2300000.00,16000.00
U. Đerić,26,73,Normal,2900000.00,5000.00
E. Albayrak,27,72,Lean,2200000.00,4000.00
F. Calvo,25,73,Normal,2400000.00,5000.00
F. Costa,23,77,Lean,3200000.00,8000.00
Xavi Torres,31,71,Normal,1600000.00,5000.00
A. Cadavid,32,71,Stocky,1400000.00,3000.00
J. Spector,32,71,Normal,1400000.00,5000.00
Felipe,31,71,Normal,1600000.00,18000.00
M. Dijks,25,74,Lean,2400000.00,17000.00
M. Hassen,23,78,Normal,2400000.00,12000.00
M. Bourabia,26,72,Normal,2700000.00,29000.00
L. Hejda,28,73,Normal,2200000.00,1000.00
E. Bergström,25,75,Normal,2600000.00,11000.00
Shikabala,32,71,Normal,0.00,0.00
Aurélio Buta,21,79,Normal,3000000.00,6000.00
C. Penilla,27,71,Lean,2500000.00,6000.00
D. Cools,22,78,Normal,3300000.00,12000.00
D. Muñoz,22,79,Lean,3000000.00,1000.00
G. Sandoval,22,80,Lean,3600000.00,20000.00
Y. Bodiger,23,79,Normal,3000000.00,14000.00
T. Kleindienst,22,76,Lean,3200000.00,15000.00
J. Abella,24,75,Lean,2600000.00,11000.00
U. Emanuelson,32,71,Lean,1800000.00,12000.00
R. Tesche,31,71,Normal,2000000.00,12000.00
B. Nivet,41,71,Normal,0.00,5000.00
Léo Jabá,19,82,Normal,4000000.00,1000.00
Paulo Henrique,29,71,Normal,2400000.00,13000.00
Y. Meriah,24,75,Normal,2600000.00,1000.00
A. Soto,24,75,Lean,2600000.00,10000.00
J. Quiñones,21,81,Normal,3900000.00,25000.00
Domingos Duarte,23,79,Lean,3000000.00,7000.00
E. Başsan,26,72,Normal,2800000.00,10000.00
F. Avenatti,25,73,Lean,2900000.00,20000.00
V. Fiorillo,28,71,Lean,1700000.00,3000.00
O. González,33,71,Normal,950000.00,14000.00
Zheng Zhi,37,71,Normal,325000.00,8000.00
M. Henriksen,25,74,Normal,2900000.00,17000.00
Paulolettinho,34,71,Stocky,1200000.00,14000.00
S. Malezas,33,71,Lean,950000.00,1000.00
W. Lautoa,30,71,Stocky,1800000.00,9000.00
M. Fofana,26,71,Lean,2500000.00,12000.00
J. Cornejo,27,71,Normal,2000000.00,17000.00
J. Duque,31,71,Normal,2100000.00,15000.00
E. Horvath,23,77,Normal,2400000.00,9000.00
J. McClean,29,71,Lean,2300000.00,30000.00
A. Guédioura,32,71,Normal,1800000.00,30000.00
E. Valentini,29,71,Normal,1800000.00,15000.00
J. Šimunović,23,76,Normal,2700000.00,24000.00
C. Kouamé,20,85,Lean,5000000.00,9000.00
N. De Pauw,28,71,Normal,2400000.00,11000.00
Alex das Freitas,30,71,Stocky,1800000.00,10000.00
Mossa,29,71,Lean,1800000.00,7000.00
J. Marriott,23,78,Stocky,3400000.00,25000.00
J. Riojas,30,71,Normal,0.00,0.00
L. Fröde,23,79,Normal,3000000.00,5000.00
L. Pokorný,24,77,Normal,2800000.00,1000.00
D. Vavro,22,81,Normal,3300000.00,11000.00
M. Bjärsmyr,32,71,Normal,1400000.00,9000.00
Oriol Riera,31,71,Lean,2100000.00,7000.00
M. Maolida,19,85,Lean,5000000.00,11000.00
M. Mostefa,34,71,Stocky,725000.00,4000.00
R. Carrascal,25,73,Normal,2800000.00,3000.00
O. Mangala,20,82,Normal,4000000.00,15000.00
M. Barthelmé,29,71,Lean,2300000.00,5000.00
A. Novikovas,27,71,Lean,2500000.00,7000.00
Ji Dong Won,27,71,Lean,2500000.00,17000.00
R. Rúnarsson,23,79,Normal,2600000.00,6000.00
D. Rotariu,22,78,Lean,3300000.00,14000.00
Paulinho,17,86,Normal,4700000.00,15000.00
Juan Carlos,27,71,Lean,2500000.00,6000.00
M. Korhut,29,71,Normal,0.00,0.00
S. Piette,23,76,Stocky,2700000.00,5000.00
N. Ortigoza,33,71,Stocky,950000.00,10000.00
António Filipe,33,71,Normal,1200000.00,5000.00
M. Pereira Lage,21,81,Lean,3800000.00,4000.00
Jean Cléber,28,71,Normal,2400000.00,8000.00
O. Danchenko,23,77,Normal,2700000.00,1000.00
C. Pantilimon,31,71,Lean,1400000.00,22000.00
Guillermo,25,76,Lean,3200000.00,8000.00
O. Vizcarrondo,34,71,Lean,725000.00,6000.00
E. Aguirre,21,82,Lean,4099999.00,14000.00
Edu Machado,28,71,Normal,1900000.00,6000.00
H. Dean,26,73,Normal,2400000.00,17000.00
D. Andrade,27,71,Lean,2000000.00,2000.00
D. Martínez,28,71,Stocky,1900000.00,13000.00
C. Bryson,31,71,Normal,2000000.00,26000.00
B. Başaçıkoğlu,23,76,Normal,3200000.00,9000.00
K. Mrabti,24,77,Normal,3300000.00,5000.00
M. Fraga,30,71,Normal,1500000.00,10000.00
I. Oblyakov,19,82,Normal,3900000.00,1000.00
S. Logan,30,71,Lean,1700000.00,6000.00
D. Kaiser,29,71,Normal,2300000.00,18000.00
D. Silva,31,71,Normal,2000000.00,3000.00
A. Nwakaeme,29,71,Normal,2300000.00,21000.00
J. Sambenito,26,74,Lean,0.00,0.00
Toribio,29,71,Normal,1800000.00,7000.00
M. Yumlu,30,71,Normal,1800000.00,11000.00
A. Milošević,26,74,Lean,2500000.00,6000.00
D. Nounkeu,32,71,Normal,1400000.00,11000.00
M. Barragán,26,72,Lean,2800000.00,10000.00
M. Ilaimaharitra,22,77,Normal,2800000.00,8000.00
H. González,27,72,Lean,1800000.00,20000.00
J. El Yamiq,26,72,Lean,2300000.00,10000.00
João Teixeira,24,75,Lean,3100000.00,7000.00
M. Doumbia,23,77,Lean,3200000.00,11000.00
R. Brégerie,31,71,Normal,1600000.00,15000.00
A. Diallo,26,75,Lean,2100000.00,14000.00
M. Bruno,24,74,Lean,3000000.00,9000.00
J. Faussurier,31,71,Normal,2100000.00,6000.00
C. Wickham,25,75,Stocky,3100000.00,32000.00
A. Abrashi,28,71,Stocky,1900000.00,15000.00
K. Nakamura,23,77,Normal,2400000.00,5000.00
Suso Santana,33,71,Stocky,1400000.00,7000.00
J. Bowen,21,81,Lean,3800000.00,13000.00
Garrido,28,71,Stocky,1900000.00,7000.00
E. N'Dicka,18,83,Normal,3400000.00,8000.00
J. González,19,81,Lean,3700000.00,13000.00
M. Suárez,22,78,Normal,0.00,0.00
Y. Andreu,29,71,Lean,1800000.00,14000.00
J. Obita,24,75,Lean,2600000.00,17000.00
Z. Erdal,30,71,Normal,1700000.00,9000.00
L. Capezzi,23,79,Normal,3400000.00,18000.00
Elsinho,28,71,Lean,1900000.00,7000.00
D. Asprilla,29,71,Stocky,2300000.00,14000.00
S. Torrico,38,71,Normal,160000.00,6000.00
Léo Gamalho,32,71,Normal,1900000.00,6000.00
J. Plašil,36,71,Lean,750000.00,18000.00
T. Darikwa,26,72,Normal,2300000.00,27000.00
Guilherme Sityá,28,71,Normal,1900000.00,7000.00
Escassi,29,72,Normal,2100000.00,7000.00
G. Achilier,33,71,Normal,950000.00,7000.00
Verza,31,71,Normal,1600000.00,5000.00
B. Salamon,27,72,Lean,2200000.00,9000.00
A. Forshaw,26,72,Lean,2700000.00,26000.00
J. Quiñones,28,72,Lean,2200000.00,3000.00
W. Camacho,32,71,Lean,1800000.00,11000.00
T. Buffel,37,71,Normal,800000.00,8000.00
Xisco,32,71,Normal,1900000.00,8000.00
Adeilson Gesser,26,71,Lean,2500000.00,9000.00
Roderick Miranda,27,74,Normal,2400000.00,1000.00
N. Besara,27,72,Lean,2700000.00,4000.00
D. Zbozień,29,71,Normal,1800000.00,4000.00
J. Cuero,30,71,Lean,2200000.00,2000.00
R. Coly,22,78,Lean,2800000.00,15000.00
K. Müller,27,72,Stocky,1800000.00,7000.00
R. Zozulya,28,71,Normal,2400000.00,7000.00
R. Mphahlele,28,71,Normal,1900000.00,1000.00
K. Lee,30,71,Lean,2200000.00,18000.00
B. Koita,27,71,Normal,2500000.00,11000.00
Heltinho Melo,34,71,Normal,1200000.00,10000.00
Nascimentardo,30,71,Normal,2200000.00,14000.00
P. Barrera,31,71,Normal,2100000.00,14000.00
R. Pucino,27,72,Lean,2200000.00,3000.00
Miguel Rodrigues,25,74,Normal,2500000.00,6000.00
C. Pinares,27,72,Stocky,2700000.00,6000.00
A. Gonçalves,32,71,Normal,1800000.00,12000.00
K. Musona,28,71,Lean,2400000.00,15000.00
Tiago,25,72,Lean,2900000.00,8000.00
N. Leiva,21,79,Normal,3500000.00,1000.00
A. Schiavone,25,76,Stocky,3100000.00,4000.00
Manuel da Costa,32,71,Normal,1400000.00,14000.00
S. Hierländer,27,71,Normal,2500000.00,14000.00
Bruno Alves,36,71,Normal,325000.00,16000.00
J. Velázquez,27,73,Normal,2300000.00,13000.00
M. Chanot,28,73,Normal,2200000.00,6000.00
O. McBurnie,22,80,Lean,3700000.00,17000.00
J. Onomah,21,83,Lean,4200000.00,33000.00
M. Madl,30,71,Normal,1800000.00,10000.00
Cucurella,19,82,Lean,3400000.00,27000.00
C. Araujo,36,71,Normal,270000.00,7000.00
M. Hartmann,30,71,Normal,1800000.00,12000.00
M. Spiranovic,30,71,Normal,1800000.00,5000.00
Chong Te Se,34,71,Normal,1200000.00,4000.00
M. Albornoz,27,71,Normal,2000000.00,18000.00
A. Nukan,24,78,Lean,2800000.00,22000.00
L. Szukała,34,71,Normal,725000.00,13000.00
E. Perlaza,29,71,Normal,1800000.00,3000.00
M. Dal Hende,27,71,Normal,2000000.00,13000.00
Emerson Avintes,26,71,Normal,2500000.00,11000.00
Saberto Botelho,30,71,Normal,1800000.00,9000.00
J. Dahlin,31,71,Normal,1400000.00,4000.00
Martin Cordeia,34,71,Stocky,1200000.00,17000.00
A. Oukidja,29,72,Normal,1800000.00,4000.00
B. Angulo,22,77,Normal,0.00,0.00
S. Burchert,28,71,Normal,1700000.00,6000.00
Nélson Monte,22,77,Lean,2800000.00,5000.00
D. Rojas,23,76,Normal,3200000.00,6000.00
Charles,24,77,Normal,2400000.00,4000.00
H. Wolf,19,82,Lean,4000000.00,10000.00
E. Videla,30,71,Normal,2200000.00,8000.00
P. Ledesma,34,71,Normal,725000.00,9000.00
R. van Drongelen,19,83,Normal,3600000.00,4000.00
F. Jensen,20,80,Normal,3700000.00,11000.00
